Name,Total Time,Total Time (CPU),Hits
http-nio-8080-exec-2,"75,998 ms (-0%)",575 ms (-0%),1
 java.lang.Thread.run (),"75,998 ms (-0%)",575 ms (-0%),1
  org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run (),"75,998 ms (-0%)",575 ms (-0%),1
   java.util.concurrent.ThreadPoolExecutor$Worker.run (),"75,998 ms (-0%)",575 ms (-0%),1
    java.util.concurrent.ThreadPoolExecutor.runWorker (),"75,998 ms (-0%)",575 ms (-0%),1
     java.util.concurrent.ThreadPoolExecutor.getTask (),"75,423 ms (-0%)",0.0 ms (0%),7
      org.apache.tomcat.util.threads.TaskQueue.take (),"75,423 ms (-0%)",0.0 ms (0%),7
       org.apache.tomcat.util.threads.TaskQueue.take (),"75,423 ms (-0%)",0.0 ms (0%),7
        java.util.concurrent.LinkedBlockingQueue.take (),"75,423 ms (-0%)",0.0 ms (0%),7
        Self time,0.0 ms (0%),0.0 ms (0%),7
       Self time,0.0 ms (0%),0.0 ms (0%),7
      Self time,0.0 ms (0%),0.0 ms (0%),7
     org.apache.tomcat.util.net.SocketProcessorBase.run (),575 ms (-0%),575 ms (-0%),6
      org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun (),575 ms (-0%),575 ms (-0%),6
       org.apache.coyote.AbstractProtocol$ConnectionHandler.process (),575 ms (-0%),575 ms (-0%),6
        org.apache.coyote.AbstractProcessorLight.process (),575 ms (-0%),575 ms (-0%),6
         org.apache.coyote.http11.Http11Processor.service (),575 ms (-0%),575 ms (-0%),6
          org.apache.catalina.connector.CoyoteAdapter.service (),575 ms (-0%),575 ms (-0%),6
           org.apache.catalina.core.StandardEngineValve.invoke (),575 ms (-0%),575 ms (-0%),6
            org.apache.catalina.valves.ErrorReportValve.invoke (),575 ms (-0%),575 ms (-0%),6
             org.apache.catalina.core.StandardHostValve.invoke (),575 ms (-0%),575 ms (-0%),6
              org.apache.catalina.authenticator.AuthenticatorBase.invoke (),575 ms (-0%),575 ms (-0%),6
               org.apache.catalina.core.StandardContextValve.invoke (),575 ms (-0%),575 ms (-0%),6
                org.apache.catalina.core.StandardWrapperValve.invoke (),575 ms (-0%),575 ms (-0%),6
                 org.apache.catalina.core.ApplicationFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                  org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),575 ms (-0%),575 ms (-0%),6
                   org.springframework.web.filter.OncePerRequestFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                    org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal (),575 ms (-0%),575 ms (-0%),6
                     org.apache.catalina.core.ApplicationFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                      org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),575 ms (-0%),575 ms (-0%),6
                       org.springframework.web.filter.OncePerRequestFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                        org.springframework.web.filter.FormContentFilter.doFilterInternal (),575 ms (-0%),575 ms (-0%),6
                         org.apache.catalina.core.ApplicationFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                          org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),575 ms (-0%),575 ms (-0%),6
                           org.springframework.web.filter.OncePerRequestFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                            org.springframework.web.filter.RequestContextFilter.doFilterInternal (),575 ms (-0%),575 ms (-0%),6
                             org.apache.catalina.core.ApplicationFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                              org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),575 ms (-0%),575 ms (-0%),6
                               org.springframework.web.filter.DelegatingFilterProxy.doFilter (),575 ms (-0%),575 ms (-0%),6
                                org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate (),575 ms (-0%),575 ms (-0%),6
                                 org.springframework.security.web.FilterChainProxy.doFilter (),575 ms (-0%),575 ms (-0%),6
                                  org.springframework.security.web.FilterChainProxy.doFilterInternal (),575 ms (-0%),575 ms (-0%),6
                                   org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                    org.springframework.web.filter.OncePerRequestFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                     org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal (),575 ms (-0%),575 ms (-0%),6
                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                       org.springframework.security.web.context.SecurityContextPersistenceFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                         org.springframework.web.filter.OncePerRequestFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                          org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal (),575 ms (-0%),575 ms (-0%),6
                                           org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter (),575 ms (-0%),575 ms (-0%),6
                                            org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                             org.springframework.security.web.authentication.logout.LogoutFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                              org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                               org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                 org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                  org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                   org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                    org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                     org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                      org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                       org.springframework.security.web.session.SessionManagementFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                        org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                         org.springframework.security.web.access.ExceptionTranslationFilter.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                          org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                           org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                            org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke (),575 ms (-0%),575 ms (-0%),6
                                                             org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                              org.apache.catalina.core.ApplicationFilterChain.doFilter (),575 ms (-0%),575 ms (-0%),6
                                                               org.apache.catalina.core.ApplicationFilterChain.internalDoFilter (),575 ms (-0%),575 ms (-0%),6
