Name,Live Bytes,Live Objects
java.util.Collections$SynchronizedSet,24 B (0%),1 (0%)
org.hibernate.jpa.internal.JpaComplianceImpl,24 B (0%),1 (0%)
org.hibernate.event.spi.InitializeCollectionEventListener[],24 B (0%),1 (0%)
org.hibernate.type.descriptor.sql.spi.SqlTypeDescriptorRegistry,24 B (0%),1 (0%)
org.thymeleaf.standard.expression.Assignation,24 B (0%),1 (0%)
com.fasterxml.jackson.databind.introspect.AnnotatedClass$Creators,24 B (0%),1 (0%)
org.hibernate.type.descriptor.java.CalendarDateTypeDescriptor,24 B (0%),1 (0%)
net.bytebuddy.implementation.bind.annotation.Default$Binder,24 B (0%),1 (0%)
org.springframework.data.repository.support.DefaultRepositoryInvokerFactory,24 B (0%),1 (0%)
org.springframework.data.repository.support.DomainClassConverter$$Lambda$700.0x0000000800faa6c8,24 B (0%),1 (0%)
java.lang.ClassLoader[],24 B (0%),1 (0%)
org.springframework.beans.propertyeditors.PropertiesEditor,24 B (0%),1 (0%)
sun.nio.cs.SJIS,24 B (0%),1 (0%)
org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker,24 B (0%),1 (0%)
net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$OriginTypeResolver$1,24 B (0%),1 (0%)
net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$OriginTypeResolver$2,24 B (0%),1 (0%)
org.hibernate.type.descriptor.java.DurationJavaDescriptor,24 B (0%),1 (0%)
org.springframework.data.repository.config.RepositoryBeanNameGenerator,24 B (0%),1 (0%)
net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Merger$Directional[],24 B (0%),1 (0%)
net.bytebuddy.implementation.bind.annotation.This$Binder[],24 B (0%),1 (0%)
java.time.temporal.IsoFields$Unit[],24 B (0%),1 (0%)
org.hibernate.type.TypeResolver,24 B (0%),1 (0%)
net.bytebuddy.implementation.SuperMethodCall$Appender$TerminationHandler[],24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Shutdown,24 B (0%),1 (0%)
net.bytebuddy.implementation.Implementation$Context$Default$Factory[],24 B (0%),1 (0%)
sun.security.rsa.RSAUtil$KeyType[],24 B (0%),1 (0%)
javax.persistence.CacheRetrieveMode[],24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorPageCustomizer,24 B (0%),1 (0%)
org.springframework.aop.support.annotation.AnnotationClassFilter,24 B (0%),1 (0%)
org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$609.0x0000000800e7b488,24 B (0%),1 (0%)
java.io.File$PathStatus[],24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer,24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties,24 B (0%),1 (0%)
net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$Dispatcher$CreationAction,24 B (0%),1 (0%)
org.hibernate.event.spi.PostDeleteEventListener[],24 B (0%),1 (0%)
org.springframework.boot.web.servlet.server.DocumentRoot,24 B (0%),1 (0%)
org.apache.logging.log4j.spi.LoggerRegistry,24 B (0%),1 (0%)
sun.nio.cs.UTF_32,24 B (0%),1 (0%)
net.bytebuddy.description.type.TypeDescription$Generic$Visitor$Reifying$1,24 B (0%),1 (0%)
net.bytebuddy.description.type.TypeDescription$Generic$Visitor$Reifying$2,24 B (0%),1 (0%)
org.hibernate.boot.internal.BootstrapContextImpl$1,24 B (0%),1 (0%)
sun.util.locale.provider.CalendarProviderImpl,24 B (0%),1 (0%)
org.slf4j.impl.StaticLoggerBinder,24 B (0%),1 (0%)
org.springframework.data.geo.format.PointFormatter,24 B (0%),1 (0%)
sun.nio.cs.UTF_16,24 B (0%),1 (0%)
org.springframework.jmx.export.naming.MetadataNamingStrategy,24 B (0%),1 (0%)
net.bytebuddy.implementation.bytecode.assign.Assigner$Typing[],24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Options,24 B (0%),1 (0%)
sun.net.ProgressMonitor,24 B (0%),1 (0%)
net.bytebuddy.implementation.bind.annotation.FieldValue$Binder,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$1,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$2,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$3,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$4,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$5,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$6,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$7,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$8,24 B (0%),1 (0%)
net.bytebuddy.matcher.StringMatcher$Mode$9,24 B (0%),1 (0%)
org.apache.tomcat.websocket.server.WsFilter,24 B (0%),1 (0%)
org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration,24 B (0%),1 (0%)
org.hibernate.type.descriptor.java.UUIDTypeDescriptor,24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer,24 B (0%),1 (0%)
net.bytebuddy.description.annotation.AnnotationSource$Empty[],24 B (0%),1 (0%)
org.springframework.boot.context.properties.source.DefaultPropertyMapper,24 B (0%),1 (0%)
org.springframework.data.mapping.model.EntityInstantiators,24 B (0%),1 (0%)
org.springframework.beans.propertyeditors.CurrencyEditor,24 B (0%),1 (0%)
org.hibernate.boot.archive.scan.internal.ScanResultImpl,24 B (0%),1 (0%)
sun.util.locale.BaseLocale$Cache,24 B (0%),1 (0%)
org.hibernate.query.ImmutableEntityUpdateQueryHandlingMode[],24 B (0%),1 (0%)
org.springframework.boot.devtools.autoconfigure.DevToolsProperties,24 B (0%),1 (0%)
net.bytebuddy.NamingStrategy$SuffixingRandom$BaseNameResolver$ForUnnamedType[],24 B (0%),1 (0%)
org.hibernate.cfg.MetadataSourceType[],24 B (0%),1 (0%)
java.lang.management.DefaultPlatformMBeanProvider$10,24 B (0%),1 (0%)
java.lang.management.DefaultPlatformMBeanProvider$11,24 B (0%),1 (0%)
net.bytebuddy.implementation.bind.DeclaringTypeResolver,24 B (0%),1 (0%)
org.hibernate.type.descriptor.java.DoubleTypeDescriptor,24 B (0%),1 (0%)
ch.qos.logback.core.subst.Node$Type[],24 B (0%),1 (0%)
net.bytebuddy.implementation.attribute.AnnotationRetention[],24 B (0%),1 (0%)
net.bytebuddy.implementation.bind.annotation.This$Binder,24 B (0%),1 (0%)
net.bytebuddy.dynamic.loading.ClassInjector$UsingLookup$Dispatcher$Creator,24 B (0%),1 (0%)
org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$HstsConfig,24 B (0%),1 (0%)
net.bytebuddy.implementation.attribute.MethodAttributeAppender$NoOp,24 B (0%),1 (0%)
com.example.vvs.webapp.service.UserServiceImplementation,24 B (0%),1 (0%)
org.springframework.security.config.annotation.web.configurers.HeadersConfigurer$FeaturePolicyConfig,24 B (0%),1 (0%)
sun.util.locale.provider.TimeZoneNameProviderImpl,24 B (0%),1 (0%)
org.springframework.boot.devtools.autoconfigure.DevToolsDataSourceAutoConfiguration$NonEmbeddedInMemoryDatabaseShutdownExecutor,24 B (0%),1 (0%)
org.springframework.boot.autoconfigure.security.SecurityProperties$Filter,24 B (0%),1 (0%)
org.springframework.boot.web.embedded.tomcat.TomcatStarter,24 B (0%),1 (0%)
net.bytebuddy.dynamic.scaffold.MethodGraph$Compiler$Default$Harmonizer$ForJavaMethod,24 B (0%),1 (0%)
org.hibernate.internal.SessionOwnerBehavior[],24 B (0%),1 (0%)
jdk.internal.logger.BootstrapLogger$RedirectedLoggers,24 B (0%),1 (0%)
net.bytebuddy.implementation.bind.annotation.SuperMethod$Binder[],24 B (0%),1 (0%)
org.thymeleaf.templateparser.markup.decoupled.StandardDecoupledTemplateLogicResolver,24 B (0%),1 (0%)
